titulo;label;n_token
Shi’ite Militias Join Iraq’s Mosul Attack;1;14
Australian court rules deputy PM ineligible for parliament, government loses majority;0;14
Tillerson plays down tensions with Trump;0;9
U.S. to ease visa restrictions on Gambia from Dec. 12;0;16
Factbox: Early voting starts next month in U.S. election;0;16
Sexism or compliment? German politician stokes debate;0;11
The Elites’ Union must Die | Katehon think tank. Geopolitics & Tradition;1;20
Jeb Bush and Iraq: What price family loyalty? (+video);0;17
Mosul Is Breached by Iraqi Forces, Heralding a New, Complex Phase - The New York Times;0;22
EU braces for Brexit talks collapse as May falters;0;16
LinkedIn's Hoffman: Trump presidency would be 'terrifying' for policy;0;17
Trans Student to MILO: ’You’re Not Gay Anymore’, ’You Have Never Been One of Us’ - Breitbart;0;30
North Korea's bark may be worse than bite in threat to shoot down U.S. bombers;0;22
Trump, at NATO, vows unwavering fight against terrorism;0;14
N.C. city's vote to expand transgender rights draws state opposition;0;17
Spanish foreign minister calls Catalonia's leader speech a 'trick';0;15
LEFTIST MEDIA DESTROYED Mike Flynn, Cracked Jokes After Horrible LIE Obama’s National Security Advisor Told Media, Families Of Benghazi Victims [VIDEO];1;31
New Jersey's Christie vetoes bill seeking Trump's tax returns;0;16
Obama administration denies Iran cash payment was a ransom;0;11
Fake Scandal: Any Senator or Government Official Can Pull Money from a Blind Trust Without Ever Telling Anyone - Breitbart;0;26
A Government of Scoundrels, Spies, Thieves, Ruffians, Rapists and Killers;1;22
French union says will not join far-left protest against Macron reforms;0;16
Under fire, UK's May criticizes Trump curb on refugees;0;15
One of the Most Undervalued Storable Survival Foods;1;15
Legendary US Gymnastics Coach Bela Karolyi May Have Known for YEARS That Team's Doctor Sexually Abused Girls;1;23
Poland's stance on migrants unchanged despite EU court ruling: PM;0;15
 Chris Cuomo STUNNED As Trump’s Advisor Blames Hillary For Melania’s Plagiarized Speech (VIDEO);1;27
OBAMA’S DOJ LET Russian Lawyer Into U.S. WITHOUT A VISA Under “Extraordinary Circumstances” Before She Met With Donald Trump Jr…Lawyer Has Ties To Left-Wing Democrat Activist, Major Hillary Supporter;1;44
Tillerson to discuss North Korea crisis, trade in China;0;13
In Baltimore's call for federal police probe, a new search for answers (+video);0;21
Judicial panel members consider legal brief in Apple case: sources;0;13
Pope Francis implores Congress to accept immigrants as their own;0;14
CNN TRIES TO Push FAKE Story About Size Of New England Patriots’ Crowd At White House…PATRIOTS Call Them Out For Lying!;1;27
DAVID LETTERMAN Offers Advice To Crybaby Comrades: “Stop Whining…Figure Out A Way To Remove Trump”;1;26
 Did Mike Pence Use The Police To Illegally Suppress The Vote Of Tens Of Thousands Of Black People In Indiana?;1;24
 Lightning Struck Trump Tower As Polls Closed On Super Tuesday (VIDEO);1;15
The Old Democrat Wall Street Plus Identity Politics Playbook is Dead;1;14
Why Trump's foreign policy resonates with Americans – to a point;0;17
 Josh Groban Mocks The Hell Out Trump Meeting With Kanye West, And It’s HILARIOUS (TWEET);1;27
 Trump Threw Himself A Victory Party And Barely Anyone Showed Up;1;13
The Trump Campaign Actually Has a Hillary 'Voter Suppression' Strategy with 3 Key Targets;1;18
 WATCH: Bernie Sanders Invokes Holocaust To Denounce Donald Trump;1;16
Stephen Miller Is a ‘True Believer’ Behind Core Trump Policies - The New York Times;0;19
 NRA Had This To Say After ANOTHER School Shooting Took Place In America (VIDEO);1;19
Trump calls for a tax reform 'speed-up' in light of Hurricane Irma;0;19
Putin says Democrats wrongly trying to blame others for defeat;0;12
HOLLYWOOD DIRECTOR TRIED To Make Political Statement By Wearing Dress From “Majority Muslim Nation” To #Oscars…So We Suggested A More Sharia Compliant Gown;1;32
 Donald Trump Let Fly With The F-Word During A New Hampshire Stump Speech (VIDEO);1;20
Clinton vows to support U.S. coal regions while embracing cleaner energy;0;16
Japan's Suga: government strongly protests latest N Korea missile launch;0;16
White House, intel chiefs want to make digital spying law permanent;0;14
Pakistan kicks out medical charity MSF from country's tribal region;0;15
Saudi-led coalition calls missile 'dangerous escalation' of Yemen conflict;0;17
‘Miss Peregrine’ and Tim Burton: The Making of a Film Fable - The New York Times;0;23
BWAH-HA-HA! ARTIST BRILLIANTLY Captures Hillary’s Reaction To Her Fear Of “Alt-Right” Media;1;28
Trump: NATO Is ’Obsolete’;0;9
North Korea hackers stole South Korea-U.S. military plans to wipe out North Korea leadership: lawmaker;0;25
Kerry tells Capitol Hill critics of Iran nuclear deal to 'hold their fire' until final deal;0;20
Holocaust survivor celebrates bar mitzvah in Israel, 80 years later;0;15
Sharpton Attacks O’Keefe, So O’Keefe Releases Brutal Expose on Sharpton… BOOM!;1;24
U.S. envoy for North Korean affairs travels to Japan, Thailand;0;16
Israel: No peace talks with Palestinian government reliant on Hamas;0;15
’Women Only’ Screenings of ’Wonder Woman’ to Benefit Planned Parenthood;0;17
Qatar, Kuwait stop renewing visas for North Korean workers;0;13
Art Underground: A First Look at the Second Avenue Subway - The New York Times;0;18
State of emergency declared in Ferguson after police shoot and critically injure man during protests;0;18
Republican tax plan would let churches enter political fray;0;11
Candles May Have Caused Fire That Gutted Serbian Church, Officials Say - The New York Times;0;20
 Obama Announces ‘Unfinished Business’ For 2016 And The Right Will Hate It (VIDEO);1;19
Anderson Cooper Sorry for ’Crude’ Donald Trump Remark to Jeffrey Lord;0;15
Taliban Close to Overtaking Afghan Provincial Capital, Officials Say - The New York Times;0;18
After bomb blasts, Clinton, Trump trade charges on national security;0;14
UK PM May says Brexit will not mean a hard border with Ireland;0;17
Dispatch from inside the conventions;0;7
Dennis Byrd, Former Jets Player, Is Killed in Car Crash in Oklahoma - The New York Times;0;21
Clinton clearing primary field for potential 2016 run could leave her vulnerable;0;14
Abducted at Birth and Found 18 Years Later, Woman Tries On New Identity - The New York Times;0;21
Iraq declares final victory over Islamic State;0;9
Kim Jong-nam, the Hunted Heir to a Dictator Who Met Death in Exile - The New York Times;0;23
Militant attack on minister's convoy kills two bystanders in India's Kashmir;0;19
WATCH: REMEMBER When President Clinton Took Credit for ENDING NUCLEAR THREATS from North Korea?;1;18
Magnitude 6.2 quake hits southeast of Oaxaca, Mexico: USGS;0;16
After healthcare failure, Republicans face similar divisions on tax reform;0;13
Trump recognizes Jerusalem as Israel's capital, reversing longtime U.S. policy;0;20
Trump’s ‘Wag the Dog’ Moment;1;12
Obama’s Crazed DOJ Mandates Police Departments Must Hire Non-Citizens;1;16
Mattis praises China's efforts on North Korea, dials up pressure on South China Sea;0;21
[VIDEO] OBAMA TELLS HOMETOWN KENYANS: “I’m A Pretty Good President, And If I Ran For A Third Term, I Could Win”;1;33
The press, feeling the Bern, suddenly weighs whether Sanders could derail Hillary;0;17
Eight bodies found in boat washed up on Japan beach: coast guard;0;15
The Perfect State Index: If Iowa, N.H. Are Too White To Go First, Then Who?;0;24
Zimbabwe opposition chief Tsvangirai suddenly ill, airlifted to hospital: source;0;18
Senators propose legislation to protect special counsel from Trump;0;11
Factbox: Countdown to Brexit breakthrough?;0;12
Delay seen, again, on Trump growth agenda after Comey sacking;0;16
HOT MIC: REPUBLICAN SENATOR CALLS CONGRESSMAN Who Challenged Her to a Duel ‘Fat’ and ‘Unattractive’ in Hot-Mic Moment…as Democratic Friend Says She Could ‘Beat the Sh*t Out of’ Her Aggressor [Audio};1;53
DONALD TRUMP CLOSES GAP WITH HILLARY CLINTON IN MICHIGAN;1;11
JUDGE JEANINE PIRRO: “This wasn’t an election…it was a REVOLUTION!” [Video];1;25
Limbaugh: The First Amendment Doesn’t Give the Press ‘Immunity from Criticism’ - Breitbart;0;25
Britain seeks new ways to detect explosives in airports;0;11
Kenyan opposition says a strategist arrested, no reason given;0;14
Why Did Friends And Family Protect Muslim Bonnie And Clyde From Authorities?;1;15
 WATCH: Six Minutes Of Conservative Media’s Sexist Assault On Hillary Clinton;1;17
Veto, filibuster threats ahead of vote next week to fund Homeland Security, roll back executive actions;0;23
Pentagon says military intelligence accounts for $16.8 billion in FY17 budget ;0;18
Cher Just Destroyed Fake Republican Outrage Over Hillary’s Emails With One Tweet;1;18
C.I.A. Chief Warns Donald Trump Against Tearing Up Iran Nuclear Deal - The New York Times;0;23
Cambodia deports 74 Chinese arrested for telecom extortion scams;0;15
Feminism Has Lost The Minds Of Young Women;1;10
End of the World? Italy Devastated By Series of Major Earthquakes;1;14
Yellen faces tough sell on Fed rate hikes in Congress;0;14
House leader McCarthy suggested Trump on Putin payroll: Washington Post;0;13
JUDGE JEANINE PIRRO Hammers Hillary’s Foreign Policy Hypocrisy In Her Opening Statement [Video];1;26
DETROIT POLICE FORCED To Call Out BOMB SQUAD To Protect Trump From Hillary Supporters Offended By Speech About Bringing Jobs Back To Blacks, Faith;1;27
 It’s Happening: Justice Department Appoints Special Counsel For Russia Investigation, Trump FURIOUS;1;19
BLACK LIVES MATTER TERRORISTS Take To Social Media: ANGRY Over Attention Given to FRANCE TERROR VICTIMS;1;19
EU to impose arms embargo on Venezuela, lays basis for sanctions: diplomats;0;18
Man Gets 45-Year Sentence for Shooting Mother Trying to Stop Him From Raping 6-Year-Old - Breitbart;0;28
Fury at top of Republican Party over Trump snub of House speaker;0;16
China says one step forwards, two steps back no good for Japan ties;0;16
 Dan Rather Condemns Trump’s Reality Show Tactics In Syria, RIPS Media For Calling Act ‘Presidential’;1;24
Americans should hear both from Comey and Trump: Republican panel chairman;0;15
ANONYMOUS VIDEO Of Bill Clinton Raping 13 Yr Old Could End It All For Crooked Hillary;1;20
China Learns How to Get Trump’s Ear: Through Jared Kushner - The New York Times;0;22
U.S. sanctions North Korean missile experts, Russia offers to mediate;0;17
Studie beweist: Indianer kennen doch Schmerz;1;18
 Alabama Republican Governor BUSTED Lying To Congressman To Cover Up Affair (AUDIO);1;16
Trump tax plan expends recession-fighting U.S. business tax break;0;18
Survey: Top Ten Fears of 2015;1;9
U.S. diplomats circulate memo critical of immigration order;0;15
WATCH: DIVISIVE FORMER First Lady MICHELLE OBAMA Can’t Let Go Of Race-Obsession: People “Don’t Trust Politics” Because Republicans Are All “White Men”;1;38
German soldier accused of planning to kill politicians, frame refugees;0;13
Chena River, Fairbanks Alaska. A swimming beast is caught on tape. What is it?;1;21
Bernie Sanders’s Feud With the Democratic Leadership Heats Up - The New York Times;0;18
Mets Manager Terry Collins Hospitalized Before Sunday’s Game - The New York Times;0;17
Turkey to close air space to Northern Iraq, work with Baghdad on border;0;16
 Stormfront Founder’s Son Sounds Alarm About Trump And Nazis: ‘He Salvaged Their Message’;1;22
Obama’s inconsistent claim on the ‘frequency’ of mass shootings in the U.S. compared to other countries;0;26
GOP’s ANTI-COP CANDIDATE? Video Shows JOHN KASICH Calling Police Officer “An IDIOT” For Enforcing The Law;1;28
WATCH JUDGE TELL DISRESPECTFUL GANGBANGER Taxpayer Funded Housing Project Where He Lives Is “not YOUR hood!”;1;28
Kremlin says Putin ready to welcome any U.S. candidate keen to mend ties;0;21
FULL TEXT: MILO on why the Democrats Lost the White Working Class - Breitbart;0;20
GEORGE STEPHANOPOULOS’ Wife Tells ‘The View’ Their Daughters Are Scared And Sleeping With Them After Election [Video];1;26
CAN YOU GUESS WHO The Russian Ambassador Sat With At The President’s Speech?;1;18
Why Christopher Kimball Is Moving On From America’s Test Kitchen - The New York Times;0;19
White House Says Bathrobe Anecdote Is All Wet - The New York Times;0;19
Neon AK-47: How young Russian guns celebrate Halloween (PHOTOS);1;16
'Repugnant': Families of War Dead Demand Apology From Trump;0;16
Iran, Lebanon's Hariri differ on key meeting;0;13
Lebanese court issues death sentence over 1982 Gemayel assassination;0;13
Shakespeare to remain authentically boring;1;8
 Joy Behar Gives GOP A PAINFUL Reality Check On Why She Will NEVER Accept Trump (VIDEO);1;22
'Bridgegate' trial star witness describes favors for endorsements;0;14
At least 10 dead, 92 missing in eastern Congo floods: local official;0;16
Democrats skip Trump meeting, raising risk of government shutdown;0;13
40+ Photos That Will Make You Question Your Relationship With Your Phone;1;15
U.N. Security Council imposes new sanctions on North Korea over missile test;0;18
New E-mails, More Classified Malfeasance: Clinton & Aides Jeopardized National Security;1;25
The Word From the Trenches – October 27, 2016;1;12
TPP countries consider amendments to stalled trade deal: sources;0;13
Gunman opens fire in Moscow pastry factory, killing one;0;13
To nominate Clinton, it takes a village;0;10
New Zealand Labour still wants TPP part, but only if it can ban foreign home ownership;0;20
Donald Trump and His Allies Struggle to Move Past Tax Revelation - The New York Times;0;18
Democrats demand probe of Trump health nominee;0;9
Striking French workers disrupt flights, schools;0;9
Democrat Party the ‘Handmaid’ of the Abortion Industry - Breitbart;0;18
Foreign powers could try to influence German coalition talks: spy chief;0;14
U.S. tax avoidance clampdown a potential headache for Apple;0;16
Los Angeles Charter School Advocates Win School Board Majority - Breitbart;0;16
Iraqi forces seize air base from Islamic state near Hawija;0;14
Italy's 5-Star to battle right in runoff for Rome's beachfront;0;19
Treasury, Bank of England and IMF Brexit forecasts proved wrong;1;17
 It’s Official: #Brexit Has Made The U.K. As Racist As Donald Trump Has Made Us (TWEETS);1;31
At least Tesco are giving shoppers a bit of warning this year;1;16
 Voodoo Doughnut’s One-Of-A-Kind Dessert Is The PERFECT Mockery Of Ammon Bundy (IMAGE);1;28
Local Transmission of Zika Virus Is Reported in Texas - The New York Times;0;17
Arizona joins rest of U.S. in adding health insurance program for children;0;17
 GOP Debate Moderator: Facts Are TOTALLY IRRELEVANT During Republican Debates (VIDEO);1;17
 Reporters In Press Room Can Hear Screaming From Trump Staff Offices Nearby, Livetweet Meltdown;1;21
Air strikes in Syria's rebel-held Idlib kill 28: Observatory;0;17
Can Anyone Beat Trump in the Primary? History Says No;0;13
 WATCH: Trump Minion Makes HUGE Slip About Who Will Pay For Infrastructure Spending;1;17
NEW YORK TIMES BUSTED: Undercover Video Exposes Editor for Bias Against Trump [Video];1;19
WOW! STATE DEPARTMENT Lies Again About The Big Lie That The Benghazi Attack Was Caused By A Video;1;23
TOP POLLSTER WARNS Something Strange Going On With Polls: Trump “Shock Potential Enormous”;1;19
CodeSOD: Just In Case;1;8
Russia-China military ties ‘at all-time high’ – MoD;1;16
 Rubio And Cruz Launch Weird Anti-Trump ‘Yoga’ Routine To Boost Donations (TWEETS/VIDEO);1;25
The Intercept Outs Neocon Democrat’s Smear Against Trump as ‘Putin’s Puppet’;1;21
China to bring paramilitary police force under military's wing;0;13
EU's Tusk says agreed with U.S. Pence on need for close ties;0;21
FLASHBACK: LORETTA LYNCH’S PARTING SHOT: “Waves of hatred, intolerance and injustice still blowing in this country” [Video];1;30
NO “Dead broke” LESBIANS ALLOWED…;1;11
Donald J. Trump is Now President of the United States of America;1;15
 Sean Hannity Throws Hissy Fit After Real Reporter Calls Him ‘Dumbest Anchor’ On Fox News;1;22
A Transformational November of Taking a Stand;1;10
Defying Republican orthodoxy, Trump trashes trade deals and advocates tariffs;0;15
Housing Bias Outlasts Ruling in a Long Island Village - The New York Times;0;18
EU wants Brexit money this month, Davis seeks 'political' fix;0;17
"Comment on ""What Hath Trump Wrought?"" by Pat Buchanan";1;15
Special election to replace Conyers to be held Nov. 2018: governor;0;17
 Anti-Gay Conservative ‘Christian’ Group Gets OWNED By J.K. Rowling On Twitter;1;21
Exclusive: Trump names career diplomat to head Cuban embassy - sources;0;14
BOOM! ACTOR JAMES WOODS Has Hilarious Response To Angry Feminist MSNBC Host’s Criticism Of Ivanka’s “Girly” Dress;1;29
LOL! NEW VIDEO Emerges Of Central Park Trump Assassination Play With CNN Logo Covering Trump’s Head [VIDEO];1;25
Attorney General Sessions to talk publicly to U.S. Senate panel;0;15
 Marvel Vows To Boycott Georgia If Discriminatory Religious Liberty Bill Becomes Law;1;16
BREAKING: UNDERCOVER VIDEO Exposes Hillary’s Dirty Operatives Inciting Violence At Trump Rallies: “We need to win this motherf*cker” [Video];1;35
 This Old Anthony Scaramucci Tweet Must Be VERY Uncomfortable Right Now;1;17
Top Russian and U.S. generals discuss Syria bombing allegations: Kommersant;0;18
Republican campaign for White House turns nastier as field narrows;0;13
Donald Trump Tells N.R.A. Hillary Clinton Wants to Let Violent Criminals Go Free - The New York Times;0;25
Support for Irish PM's party surges on back of Brexit row;0;18
“Hillary is a REAL Christian” says Michael Moore;1;12
Kathy Griffin ’Beheading’: Hollywood’s Feminist A-List Cashes In on Global Suffering of People of Color - Breitbart;0;32
North Korea’s Launch of Ballistic Missiles Raises New Worries - The New York Times;0;18
URGENT! 24 HOURS UNTIL SURRENDER OF INTERNET BY TREASONOUS OBAMA: “This is NO Drill…We need your help NOW!”;1;28
 Trump Justice Department Is Going After Anyone Who Even THOUGHT Of Protesting Trump;1;15
"Sanders Campaign Prepares For Independent Run In The General Election
";1;12
Archdiocese of Mexico City: Collaborators on Trump Wall ‘Traitors to their Country’;0;18
 Trump Kicks Off Hispanic Heritage Month By Saying ‘Puerto Rico’ In Fake Accent (VIDEO);1;20
 Samantha Bee Brilliantly Roasts GOP Candidates: ‘Men Are Just Too Emotional To Be President’ (VIDEO);1;25
Draft of Puerto Rico legislation could be improved: White House;0;13
THE 1 PERCENTER BABY: Chelsea’s Daughter Is Clearly Not One Of Those ‘Everyday People’ Her ‘Dead Broke’ Granny Is Championing;1;31
Little Blue Balls...;1;8
Betsy DeVos Confirmed as Education Secretary Pence Breaks Tie - The New York Times;0;18
WikiLeaks: We’ll Work with Tech Firms to Defeat CIA Hacking - Breitbart;0;23
WATCH: Hundreds of ILLEGAL ALIENS Storm Senate Building DEMANDING Citizenship…Where The Heck Is I.C.E.?;1;25
This is a dishonest campaign: 17 Hillary Clinton memes the media just won’t stop pushing — or factcheck;0;28
Obama Tells 60 Minutes He Could Win A Third Term, But Says He Won’t Run…Watch Surprisingly Hard-Hitting Interview Here;1;28
 Michelle Obama Launches A New Summit To Empower American Women Like Never Before;1;16
Proof of Past Life? Teen Wakes From Coma Speaking Fluent Spanish;1;14
 Trump Wants To Spend Most Of His Term Going On Vacation And Playing Golf;1;16
U.S. Senate Democrat leader demands reversal of immigration order;0;14
Former Equifax chief apologizes to Congress over hack;0;14
 Watch These Patriotic Democratic Senators Give Their Farewell Addresses (VIDEO);1;14
 Chris Rock Ends Oscars With ‪#‎BlackLivesMatter‬, Racists LOSE It (VIDEO/IMAGES);1;24
Tribune Plays Coy as Gannett Makes a Bid - The New York Times;0;17
Corzine Reaches $5 Million Settlement With Regulators in MF Global Case - The New York Times;0;22
Kushner divests equity in major NYC property;0;12
GaiaPortal: Serrated torches cleave the undesired;1;17
Peru's Fujimori taken to hospital from prison, life at risk: doctor;0;18
49 Lives Lost to Horror in Orlando: Mostly Young, Gay and Latino - The New York Times;0;21
Hillary's 33,000 emails might not be 'missing' after all;1;17
Factbox - Battle for Raqqa, Islamic State's Syrian HQ near end;0;19
Kellogg to Cut 250 from American Workforce - Breitbart;0;14
Comment on The Clinton Crime Family. “Hillary is the Most Dangerous Presidential Aspirant in US History” by Toby;1;25
Marlins Pitcher Jose Fernandez Is Killed in a Boating Accident - The New York Times;0;17
U.S. Senate, Orlando, Donald Trump: Your Tuesday Evening Briefing - The New York Times;0;22
IT’S TRUMP OR…It’s The End Of America;1;15
 Democrats Just Did Something Amazing To Help End The World’s Biggest Evil;1;16
Judge gives research firm in Trump-Russia probe more time to answer subpoena;0;18
DISTURBING! EPA CHIEF’S INSULTING RANT Against “Climate Deniers” As “Not Normal” [Video];1;25
German Man Convicted for Attack on Migrant Home;0;10
Cyprus says it plans to help defuse Lebanese crisis;0;12
Capitalism is the only way, UK finance minister says in challenge to Labour;0;16
Trump fires back at Obama, says Clinton 'unfit' for government;0;15
Fighting Racism Where White Workers Are Hurting, Too;1;11
Hariri to return to Lebanon in next two days;0;12
BRILLIANT NEWT GINGRICH: Here’s Why Trump Should NOT Trust Intel Community Right Now [Video];1;23
Comment on What’s that strange lump embedded in Hillary Clinton’s face? by Maryaha;1;21
Report: Trump Moves to Own Tax Reform Plan Without Speaker Paul Ryan - Breitbart;0;20
Theresa May seeks return of 1542 witchcraft act;1;11
Obstacles to Trump’s ‘Growth’ Plans;1;11
Senate confirms new USAID administrator Mark Green;0;10
Biden rues 'damaging' tone against Mexico in U.S. presidential race;0;19
BOOM! TRUMP TWEETS TO NFL’s Marshawn Lynch About His US Anthem Protest in Mexico;1;23
Palestinian President Abbas won't meet Pence in region: foreign minister;0;16
 Satanists Brilliantly Troll Anti-Gay Baker By Requesting A Birthday Cake For Lucifer (VIDEO);1;21
 Sarah Palin Removes Offensive Tweet After Being Humiliated For Whining About A Black Man Donating To Charity;1;25
Brexit campaigners accuse May of selling UK short over divorce bill;0;16
COUNTDOWN TICKER: Obama Leaves Office In…5,4,3,2,1…;1;21
Exclusive: Presidential hopefuls Sanders, Clinton in dead heat - Reuters/Ipsos poll;0;19
Most Republicans believe Russia is meddling in U.S. election: Reuters/Ipsos poll;0;21
 What Justice Ruth Bader Ginsburg Just Said About Trump Is Perfect, And He Won’t Like It;1;23
Forgotten No Longer: Pennsylvania Breitbart Readers Praise Trump Paris Decision;0;16
Turkey to close border gates with Northern Iraq in coordination with Baghdad, Tehran: Erdogan spox;0;22
EXCLUSIVE: UN sex abuse scandal: Secretary General Ban Ki-moon announces new inquiry;0;18
SOCIAL MEDIA ERUPTS Over Awkward Photo Of Marco Rubio Attempting To Hug Ivanka Trump…Rubio’s Responses Are HILARIOUS!;1;29
 A Racist Massacre In Milwaukee This Week Shows Where The Politics Of Hate Will Lead America;1;18
At home, rebel Republican lawmakers pay no price for defying Trump;0;16
 Watch: Joe Biden Just Wrecked Trump In Six Words And It’s Hilarious;1;18
" A Liberal Had A Heart Attack; You Need To See The Reactions From The Right";1;18
 Bristol Palin Wants Black Actors To Ignore Oscars’ Racism — ‘Not Everyone Gets A Trophy’;1;22
China takes action on thousands of websites for 'harmful', obscene content;0;16
Trump says he would like Speaker Ryan to chair Republican convention: Fox;0;15
‘Cork Dork’ Sniffs, Swills and Spits Through the World of Wine Experts - The New York Times;0;27
Factbox: What's in tax bill from Trump, House Republicans?;0;17
Benghazi: The fundamental question that still hasn't been answered;0;16
Sen. Liz Warren Refuses to Disavow Madonna’s Wish to ’Blow Up the White House’ - Breitbart;0;29
 Kansas Republicans Try To Add ‘Gun Dealers’ To List Of Protected Classes Like Race And Gender;1;20
Review: ‘Halt and Catch Fire’ Time-Travels to Silicon Valley’s Dawn - The New York Times;0;24
How Workplace Injuries Are Adding To Income Inequality;0;10
OBAMA TO BRITAIN On His Legacy: I Saved The World Economy, Made Deal With Iran, Stopped Ebola;1;23
Dem Rep Jeffries: ’Every Racist in America Voted for Donald Trump’ - Breitbart;0;22
Kashmiris observes Black Day decades after India occupied Kashmir;1;12
F.B.I. Interviews Hillary Clinton Over Private Email Server - The New York Times;0;20
Federal Showdown Looms in Oregon After BLM Abuse of Local Ranching Family – Bundys Lead Protest;1;23
Ferguson Protest Leader Darren Seals Found Dead in Vehicle - The New York Times;0;16
U.S. defense secretary scraps Afghan trip due to weather;0;15
 WATCH: Fox Airhead Says Stuffed Armadillo Disproves Climate Change;1;18
EXCLUSIVE – Juanita Broaddrick Slams Madonna, ‘Fake News’ Women’s March - Breitbart;0;24
BUSTED! LIBERAL BRAINIACS Steal Trump Sign…In Company Truck! [Video];1;19
ALERT: Former Soros Associate Just Warned This Is Going To Send The World Into Total Chaos;1;20
Newsticker (968);1;9
Trump's economic team has a lot of billionaires, very few economic experts;0;18
Turkish forces set up positions in Syria's Idlib;0;13
Somalia releases jailed ex-minister and government critic;0;11
Mike Pence To Head To Irish Maternity Hospital On Fact-Finding Mission;1;16
Outspoken lieutenant general named Trump's top security adviser;0;12
The early 2016 primary calendar is now set. It will change.;0;15
Iran justice ministry says no decision yet on British-Iranian aid worker;0;15
After long delay, U.S. Senate approves envoy to Mexico;0;16
Uncovered audio: Hillary was ‘adamantly against illegal immigrants’;0;14
Trump to Israelis: together we’ll stand up to Iran;1;14
May shook on gentlemen's agreement on Brexit deal, EU says;0;17
SWEDEN IS SCREWED: “Women Who Don’t Wear Headscarf Are Asking To Be Raped”;1;22
U.S. lawmakers ask DOJ if terrorism law covers pipeline activists;0;17
California Today: In Virtual Reality, Investigating the Trayvon Martin Case - The New York Times;0;20
Turkey orders arrest of former police investigator's parents: Hurriyet;0;17
Mann bucht Maas und Nahles für 10.000 Euro, damit sie beim Dachdecken helfen;1;29
Does Kerry want an Iran deal too much?;0;11
Catalonia finds no friends among EU leaders;0;9
 President Obama To Critics Of His Tearful Address On Gun Violence: I Give Precisely Zero F*cks (VIDEO);1;26
Russia to blame for 'hot war' in Ukraine: U.S. special envoy;0;19
WOW! FORMER LIBERAL AND BLACK PANTHER Exposes Phony “Black Lies Matter” [VIDEO];1;21
 New RNC Hispanic Outreach Head’s Humiliating First Job Is To Delete All Of Her Anti-Trump Tweets;1;26
 Dem Senator Calls Out Mike Pence For Telling A HUGE Lie About Trumpcare;1;17
UK border guard arrested in France in drugs, firearms bust;0;13
 Trump’s Leaks To Russia May Well Have Put Individual Lives In Serious Danger;1;17
Tweetwave;1;6
North Korea Will Have the Skills to Make a Nuclear Warhead by 2020, Experts Say - The New York Times;0;24
 WATCH: Media Critic DESTROYS CNN For Hiring Trump’s Campaign Manager;1;15
Sanders focuses on gun violence, immigration as 13,000 attend Arizona rally;0;16
 Watch This Profusely Oblivious Billionaire Question Why People Are So Unhappy (VIDEO);1;18
Factbox: Trump's early executive actions could undo Obama policies;0;15
Venezuela has problems fulfilling obligations on debt: Russia;0;11
 Trump Put Out A Survey On The Media, And What Happened Is So Hilarious He’s Now Crying ‘RIGGED!’;1;26
 Anonymous Posts Video Of Donald Trump That Shows How CRAZY It Would Be To Elect Him President;1;19
 Corruption: Here’s How Donald Trump Is Breaking The Law And Profiting From The Presidency;1;20
 South Carolina Exit Poll Finds 75 Percent Of Republicans Believe This Horrific Trump Idea;1;16
Saudi Arabia announces date certain for the application of VAT;1;13
LGBT VOLUNTEERS Aren’t Waiting To Be Thrown Off A Rooftop…Join Fight Against ISIS In Syria;1;21
Obama on Dallas: No Reprise of ’60s Racial Strife - The New York Times;0;18
Myanmar violence could spread, displace more Rohingya: U.N. chief;0;20
SWEDISH RESIDENT SPEAKS OUT ABOUT DECADES OF MUSLIM IMMIGRATION: “We all live in the same town, but not in the same world”;1;28
Donald Trump Deletes Tweet Showing Hillary Clinton and Star of David Shape - The New York Times;0;23
Boston Marathon Bombing Survivor to Marry Firefighter Who Rescued Her - Breitbart;0;18
Cheyenne River Sioux Chairman Brings Pipeline Opposition to Meeting With President Obama;1;14
BERNIE SANDERS Makes A Promise To All Americans That You Really Won’t Believe [Video];1;20
Brazil's president treated for small coronary blockage;0;13
BuzzFeed terminates Republican ad deal over Trump;0;11
MS-13 Extorting Sanctuary City Businesses, Say Police;0;14
Zimbabwe military chief looks set for vice presidency;0;10
Gary Johnson Just SNAPPED On Reporter Who Called Him Out For Being Dumb;1;15
 MSNBC Reacts To Melissa Harris-Perry’s Letter, And Their Response Is Shameful;1;20
Trump rejects new lawsuit over foreign payments to his firms;0;12
Shame to waste Corbyn on a snap election, says May;1;15
 Trump Just Met With Airline Execs, RUINS Meeting With INSANELY Unpresidential Rant (VIDEO);1;25
9 in 10 Gang Rapists In Sweden Have Foreign Origins;0;13
Police fire teargas at Kenyan vote protesters;0;10
International air ban over Iraqi Kurdistan comes into effect;0;11
Restored: 5 Ways Trump, Netanyahu Improved U.S.-Israel Relations;0;19
Jill's dilemma;0;6
 Caitlyn Jenner Slams Trump, Considers Running for Office;1;14
 The Exact Same Texas Lawmakers That Voted Against Hurricane Relief Are Now Begging For Help;1;18
News Outlets Already Report Hillary Losing By Landslide - USA News Insider;1;14
‘Trump’s election heralds coming of Messiah’ says Deri;1;16
Russia hits Islamic State with bomb raids, missile strikes in eastern Syria: RIA;0;18
Fifteen dead in food aid stampede in Morocco: ministry;0;12
